ProductID,ProductName,Category,StoreID,Date,UnitsSold,UnitsInStock,UnitCost,UnitPrice,Season
P001,Action Figure A,Action Figures,102,16-07-2023,12,121,8.24,15.16,Back to School
P001,Action Figure A,Action Figures,103,16-07-2023,6,94,16.72,24.22,Diwali
P002,Puzzle Set B,Puzzles,101,16-07-2023,30,165,12.66,25.28,Diwali
P002,Puzzle Set B,Puzzles,102,16-07-2023,35,110,14.79,23.42,Christmas
P002,Puzzle Set B,Puzzles,103,16-07-2023,31,161,15.77,30.33,Christmas
P003,Doll C,Dolls,101,16-07-2023,12,96,12.05,15.04,None
P003,Doll C,Dolls,102,16-07-2023,34,163,7.96,10.35,Back to School
P003,Doll C,Dolls,103,16-07-2023,33,152,16.32,30.44,Back to School
P004,Board Game D,Board Games,101,16-07-2023,36,92,12.18,23.51,Summer Holiday
P004,Board Game D,Board Games,102,16-07-2023,49,124,8.94,11.44,Back to School
P004,Board Game D,Board Games,103,16-07-2023,45,194,19.94,37.35,Diwali
P001,Action Figure A,Action Figures,101,23-07-2023,5,107,12.24,21.61,Back to School
P001,Action Figure A,Action Figures,102,23-07-2023,5,43,17.03,32.88,None
P001,Action Figure A,Action Figures,103,23-07-2023,22,100,13.15,23.33,Diwali
P002,Puzzle Set B,Puzzles,101,23-07-2023,5,63,14,21.57,Diwali
P002,Puzzle Set B,Puzzles,102,23-07-2023,11,100,18.7,25.41,Diwali
P002,Puzzle Set B,Puzzles,103,23-07-2023,31,150,19.16,28.43,None
P003,Doll C,Dolls,101,23-07-2023,43,133,9.59,15.59,Christmas
P003,Doll C,Dolls,102,23-07-2023,22,198,8.36,10.46,Summer Holiday
P003,Doll C,Dolls,103,23-07-2023,28,43,14.44,23.04,None
P004,Board Game D,Board Games,101,23-07-2023,48,133,11.26,14.72,Diwali
P004,Board Game D,Board Games,102,23-07-2023,7,187,5.38,7.26,Summer Holiday
P004,Board Game D,Board Games,103,23-07-2023,48,33,13.71,21.51,Summer Holiday
P001,Action Figure A,Action Figures,101,30-07-2023,25,108,19.99,25.01,Christmas
P001,Action Figure A,Action Figures,102,30-07-2023,40,27,12.35,22.83,Summer Holiday
P001,Action Figure A,Action Figures,103,30-07-2023,21,189,8.72,13.79,Summer Holiday
P002,Puzzle Set B,Puzzles,101,30-07-2023,39,38,13.59,17.9,Christmas
P002,Puzzle Set B,Puzzles,102,30-07-2023,6,176,12.05,16.46,None
P002,Puzzle Set B,Puzzles,103,30-07-2023,47,49,17.1,28.82,None
P003,Doll C,Dolls,101,30-07-2023,35,114,19.3,31.28,Back to School
P003,Doll C,Dolls,102,30-07-2023,33,20,13.13,21.76,Christmas
P003,Doll C,Dolls,103,30-07-2023,33,31,11.72,17.18,None
P004,Board Game D,Board Games,101,30-07-2023,34,90,5.5,8.4,Diwali
P004,Board Game D,Board Games,102,30-07-2023,15,116,16.63,21.6,Summer Holiday
P004,Board Game D,Board Games,103,30-07-2023,27,55,6.96,10.23,Diwali
P001,Action Figure A,Action Figures,101,06-08-2023,24,49,17.85,22.78,Back to School
P001,Action Figure A,Action Figures,102,06-08-2023,17,194,10.85,18.97,Back to School
P001,Action Figure A,Action Figures,103,06-08-2023,37,58,17.01,29.62,Diwali
P002,Puzzle Set B,Puzzles,101,06-08-2023,12,30,8.95,16.29,Christmas
P002,Puzzle Set B,Puzzles,102,06-08-2023,10,31,9.72,15.17,Christmas
P002,Puzzle Set B,Puzzles,103,06-08-2023,39,40,16.13,20.12,Diwali
P003,Doll C,Dolls,101,06-08-2023,33,111,7.07,10.25,Summer Holiday
P003,Doll C,Dolls,102,06-08-2023,12,124,11.07,17.53,Christmas
P003,Doll C,Dolls,103,06-08-2023,6,130,13.12,24.75,Christmas
P004,Board Game D,Board Games,101,06-08-2023,33,73,5.5,9.61,Summer Holiday
P004,Board Game D,Board Games,102,06-08-2023,37,40,9.82,14.1,Christmas
P004,Board Game D,Board Games,103,06-08-2023,10,138,12.35,15.88,None
P001,Action Figure A,Action Figures,101,13-08-2023,19,29,13.47,25.77,Christmas
P001,Action Figure A,Action Figures,102,13-08-2023,10,171,17.19,29.45,Christmas
P001,Action Figure A,Action Figures,103,13-08-2023,42,68,16.84,32.98,None
P002,Puzzle Set B,Puzzles,101,13-08-2023,11,178,9.12,11.51,Christmas
P002,Puzzle Set B,Puzzles,102,13-08-2023,5,57,6.33,11.86,Diwali
P002,Puzzle Set B,Puzzles,103,13-08-2023,23,175,19.83,36.37,None
P003,Doll C,Dolls,101,13-08-2023,11,171,13.64,21.28,None
P003,Doll C,Dolls,102,13-08-2023,10,135,18.55,35.58,Summer Holiday
P003,Doll C,Dolls,103,13-08-2023,14,126,18.4,27.14,None
P004,Board Game D,Board Games,101,13-08-2023,35,142,9.01,14.29,Diwali
P004,Board Game D,Board Games,102,13-08-2023,24,71,15.26,26.61,Back to School
P004,Board Game D,Board Games,103,13-08-2023,33,161,17.92,33.93,Back to School
P001,Action Figure A,Action Figures,101,20-08-2023,46,23,8.04,15.34,Christmas
P001,Action Figure A,Action Figures,102,20-08-2023,27,88,19.69,37.04,None
P001,Action Figure A,Action Figures,103,20-08-2023,44,24,9.99,13.47,Summer Holiday
P002,Puzzle Set B,Puzzles,101,20-08-2023,26,68,18.21,24.36,Christmas
P002,Puzzle Set B,Puzzles,102,20-08-2023,14,24,18.85,26.74,Diwali
P002,Puzzle Set B,Puzzles,103,20-08-2023,48,107,10.64,16.03,Diwali
P003,Doll C,Dolls,101,20-08-2023,46,129,18.44,33.25,Diwali
P003,Doll C,Dolls,102,20-08-2023,36,150,12.85,16.27,Summer Holiday
P003,Doll C,Dolls,103,20-08-2023,44,27,14.09,19.44,Back to School
P004,Board Game D,Board Games,101,20-08-2023,17,123,10.34,15.66,None
P004,Board Game D,Board Games,102,20-08-2023,29,92,16.06,19.34,Christmas
P004,Board Game D,Board Games,103,20-08-2023,49,66,11,14.01,Summer Holiday
P001,Action Figure A,Action Figures,101,27-08-2023,27,189,5.62,9.59,None
P001,Action Figure A,Action Figures,102,27-08-2023,10,80,15.67,22.64,Christmas
P001,Action Figure A,Action Figures,103,27-08-2023,26,81,13.12,16.82,None
P002,Puzzle Set B,Puzzles,101,27-08-2023,37,141,17.71,28.93,Summer Holiday
P002,Puzzle Set B,Puzzles,102,27-08-2023,25,193,15.36,20.44,Christmas
P002,Puzzle Set B,Puzzles,103,27-08-2023,21,53,12.1,17.77,Diwali
P003,Doll C,Dolls,101,27-08-2023,20,20,15.22,19.36,Back to School
P003,Doll C,Dolls,102,27-08-2023,35,75,15.51,18.66,Back to School
P003,Doll C,Dolls,103,27-08-2023,28,73,17.97,27.15,Summer Holiday
P004,Board Game D,Board Games,101,27-08-2023,32,60,5.22,9.98,Summer Holiday
P004,Board Game D,Board Games,102,27-08-2023,22,37,13.09,24.03,None
P004,Board Game D,Board Games,103,27-08-2023,43,84,13.47,19.1,None
P001,Action Figure A,Action Figures,101,03-09-2023,45,130,7.66,10.58,Diwali
P001,Action Figure A,Action Figures,102,03-09-2023,24,152,15.84,30,Diwali
P001,Action Figure A,Action Figures,103,03-09-2023,18,106,17.14,22.43,Back to School
P002,Puzzle Set B,Puzzles,101,03-09-2023,46,184,18.08,35.39,None
P002,Puzzle Set B,Puzzles,102,03-09-2023,47,152,12.69,17.31,Summer Holiday
P002,Puzzle Set B,Puzzles,103,03-09-2023,6,173,11.56,16.92,None
P003,Doll C,Dolls,101,03-09-2023,49,62,9.96,14.83,Back to School
P003,Doll C,Dolls,102,03-09-2023,45,159,14.43,22.48,Diwali
P003,Doll C,Dolls,103,03-09-2023,7,106,10.85,18.63,Christmas
P004,Board Game D,Board Games,101,03-09-2023,18,134,5.29,7.72,Back to School
P004,Board Game D,Board Games,102,03-09-2023,39,130,5.58,8.15,Back to School
P004,Board Game D,Board Games,103,03-09-2023,16,64,18.47,34.5,None
P001,Action Figure A,Action Figures,101,10-09-2023,37,153,8.43,15.69,Christmas
P001,Action Figure A,Action Figures,102,10-09-2023,9,160,11.09,18.58,Summer Holiday
P001,Action Figure A,Action Figures,103,10-09-2023,7,64,6.11,10.07,Diwali
P002,Puzzle Set B,Puzzles,101,10-09-2023,21,40,9.52,16.67,Diwali
P002,Puzzle Set B,Puzzles,102,10-09-2023,39,25,10.1,18.09,Christmas
P002,Puzzle Set B,Puzzles,103,10-09-2023,45,159,9.23,18.35,None
P003,Doll C,Dolls,101,10-09-2023,20,37,17.51,26.53,Back to School
P003,Doll C,Dolls,102,10-09-2023,24,197,13.73,19.23,Summer Holiday
P003,Doll C,Dolls,103,10-09-2023,40,129,11.53,22.31,None
P004,Board Game D,Board Games,101,10-09-2023,42,92,9.75,15.93,None
P004,Board Game D,Board Games,102,10-09-2023,36,114,10.98,15.34,None
P004,Board Game D,Board Games,103,10-09-2023,49,131,5.22,7.28,Christmas
P001,Action Figure A,Action Figures,101,17-09-2023,22,43,8.81,13.34,Christmas
P001,Action Figure A,Action Figures,102,17-09-2023,33,87,16.72,23.59,Back to School
P001,Action Figure A,Action Figures,103,17-09-2023,35,33,10.16,18.48,Christmas
P002,Puzzle Set B,Puzzles,101,17-09-2023,19,177,9.29,17.13,Summer Holiday
P002,Puzzle Set B,Puzzles,102,17-09-2023,28,57,9.37,16.61,None
P002,Puzzle Set B,Puzzles,103,17-09-2023,27,141,18.38,32.68,Diwali
P003,Doll C,Dolls,101,17-09-2023,7,164,13.71,18,Summer Holiday
P003,Doll C,Dolls,102,17-09-2023,37,192,8.9,14.32,Summer Holiday
P003,Doll C,Dolls,103,17-09-2023,44,34,17.78,25.21,None
P004,Board Game D,Board Games,101,17-09-2023,34,38,15.04,27.21,Diwali
P004,Board Game D,Board Games,102,17-09-2023,9,129,11.69,17.78,None
P004,Board Game D,Board Games,103,17-09-2023,10,188,11.74,20.31,Christmas
P001,Action Figure A,Action Figures,101,24-09-2023,32,159,12.15,23.65,Christmas
P001,Action Figure A,Action Figures,102,24-09-2023,39,148,16.22,29.83,None
P001,Action Figure A,Action Figures,103,24-09-2023,40,159,16.15,20.7,Christmas
P002,Puzzle Set B,Puzzles,101,24-09-2023,13,147,19.79,37.09,None
P002,Puzzle Set B,Puzzles,102,24-09-2023,47,122,14.59,28.98,Christmas
P002,Puzzle Set B,Puzzles,103,24-09-2023,15,23,17.58,30.4,Summer Holiday
P003,Doll C,Dolls,101,24-09-2023,32,83,11.75,16.03,Back to School
P003,Doll C,Dolls,102,24-09-2023,32,199,8.04,12.78,Christmas
P003,Doll C,Dolls,103,24-09-2023,18,110,15.56,26.72,Summer Holiday
P004,Board Game D,Board Games,101,24-09-2023,30,190,15.99,24.71,Summer Holiday
P004,Board Game D,Board Games,102,24-09-2023,27,196,16.44,29.72,Diwali
P004,Board Game D,Board Games,103,24-09-2023,11,107,15.9,30.5,Christmas
P001,Action Figure A,Action Figures,101,01-10-2023,25,199,17.96,27.49,Diwali
P001,Action Figure A,Action Figures,102,01-10-2023,11,87,6.24,8.75,Summer Holiday
P001,Action Figure A,Action Figures,103,01-10-2023,22,165,13.26,19.85,None
P002,Puzzle Set B,Puzzles,101,01-10-2023,25,41,16.64,27.34,Back to School
P002,Puzzle Set B,Puzzles,102,01-10-2023,22,162,10.27,14.76,Diwali
P002,Puzzle Set B,Puzzles,103,01-10-2023,28,119,9.39,16.76,None
P003,Doll C,Dolls,101,01-10-2023,32,193,7.94,14.78,Diwali
P003,Doll C,Dolls,102,01-10-2023,16,156,12.81,23.34,Diwali
P003,Doll C,Dolls,103,01-10-2023,24,114,5.21,7.32,Christmas
P004,Board Game D,Board Games,101,01-10-2023,24,28,13.97,25.67,Summer Holiday
P004,Board Game D,Board Games,102,01-10-2023,24,187,10.89,17.91,Diwali
P004,Board Game D,Board Games,103,01-10-2023,7,198,12.02,18.83,Diwali
P001,Action Figure A,Action Figures,101,08-10-2023,22,121,9.33,12.86,Diwali
P001,Action Figure A,Action Figures,102,08-10-2023,33,149,8.66,12.78,None
P001,Action Figure A,Action Figures,103,08-10-2023,27,90,9.09,11.62,None
P002,Puzzle Set B,Puzzles,101,08-10-2023,14,69,15.31,18.63,Summer Holiday
P002,Puzzle Set B,Puzzles,102,08-10-2023,21,47,13.99,25.16,None
P002,Puzzle Set B,Puzzles,103,08-10-2023,29,194,8.24,10.12,Diwali
P003,Doll C,Dolls,101,08-10-2023,19,166,6.35,10.77,Summer Holiday
P003,Doll C,Dolls,102,08-10-2023,28,185,16.01,20.22,Diwali
P003,Doll C,Dolls,103,08-10-2023,47,119,11.97,18.36,Diwali
P004,Board Game D,Board Games,101,08-10-2023,11,39,17.1,33.37,None
P004,Board Game D,Board Games,102,08-10-2023,43,178,9.23,15.17,Christmas
P004,Board Game D,Board Games,103,08-10-2023,7,187,5.1,7.1,None
P001,Action Figure A,Action Figures,101,15-10-2023,17,52,9.45,15.71,Diwali
P001,Action Figure A,Action Figures,102,15-10-2023,40,111,8.03,14.95,Summer Holiday
P001,Action Figure A,Action Figures,103,15-10-2023,33,94,16.41,19.74,Christmas
P002,Puzzle Set B,Puzzles,101,15-10-2023,18,196,13.17,20.96,None
P002,Puzzle Set B,Puzzles,102,15-10-2023,16,81,11.43,18.02,None
P002,Puzzle Set B,Puzzles,103,15-10-2023,12,152,7.16,10.67,Diwali
P003,Doll C,Dolls,101,15-10-2023,5,59,16.33,25.61,Diwali
P003,Doll C,Dolls,102,15-10-2023,35,22,14.16,26.46,Christmas
P003,Doll C,Dolls,103,15-10-2023,20,49,13.89,24.17,None
P004,Board Game D,Board Games,101,15-10-2023,49,154,12.68,22.45,None
P004,Board Game D,Board Games,102,15-10-2023,18,85,19.33,35.7,Back to School
P004,Board Game D,Board Games,103,15-10-2023,30,198,18.09,23.45,None
P001,Action Figure A,Action Figures,101,22-10-2023,40,92,7.15,13.94,Christmas
P001,Action Figure A,Action Figures,102,22-10-2023,49,54,7.6,9.24,Back to School
P001,Action Figure A,Action Figures,103,22-10-2023,15,177,17.63,27.55,Christmas
P002,Puzzle Set B,Puzzles,101,22-10-2023,47,90,6.16,10.67,Summer Holiday
P002,Puzzle Set B,Puzzles,102,22-10-2023,9,91,17.09,30.31,Christmas
P002,Puzzle Set B,Puzzles,103,22-10-2023,7,142,19.45,34.3,Back to School
P003,Doll C,Dolls,101,22-10-2023,45,187,7.22,13,Christmas
P003,Doll C,Dolls,102,22-10-2023,20,186,13.84,24.63,Back to School
P003,Doll C,Dolls,103,22-10-2023,8,22,5.06,9.06,Diwali
P004,Board Game D,Board Games,101,22-10-2023,10,39,7.1,13.14,None
P004,Board Game D,Board Games,102,22-10-2023,34,112,14.16,18.86,None
P004,Board Game D,Board Games,103,22-10-2023,22,26,13.69,25.37,Back to School
P001,Action Figure A,Action Figures,101,29-10-2023,32,33,16.72,24.85,Summer Holiday
P001,Action Figure A,Action Figures,102,29-10-2023,39,95,8.67,16.26,Back to School
P001,Action Figure A,Action Figures,103,29-10-2023,48,178,8.27,13.93,Christmas
P002,Puzzle Set B,Puzzles,101,29-10-2023,24,199,18.99,29.98,Christmas
P002,Puzzle Set B,Puzzles,102,29-10-2023,26,82,9.87,13.73,None
P002,Puzzle Set B,Puzzles,103,29-10-2023,20,95,19.73,25.9,None
P003,Doll C,Dolls,101,29-10-2023,21,161,15.46,29.71,Back to School
P003,Doll C,Dolls,102,29-10-2023,38,145,5.32,10.04,None
P003,Doll C,Dolls,103,29-10-2023,31,141,6.16,11.84,Summer Holiday
P004,Board Game D,Board Games,101,29-10-2023,31,167,14.76,26.93,Christmas
P004,Board Game D,Board Games,102,29-10-2023,18,68,16.87,31.06,Diwali
P004,Board Game D,Board Games,103,29-10-2023,9,81,17.66,25.99,Diwali
P001,Action Figure A,Action Figures,101,05-11-2023,41,85,14.28,27.33,Diwali
P001,Action Figure A,Action Figures,102,05-11-2023,44,43,12.3,15.81,None
P001,Action Figure A,Action Figures,103,05-11-2023,35,81,15.32,21.54,Back to School
P002,Puzzle Set B,Puzzles,101,05-11-2023,34,108,17.99,28.85,Diwali
P002,Puzzle Set B,Puzzles,102,05-11-2023,36,137,10.69,13.45,Back to School
P002,Puzzle Set B,Puzzles,103,05-11-2023,6,198,10.65,20.15,Back to School
P003,Doll C,Dolls,101,05-11-2023,8,174,19.08,28.17,Diwali
P003,Doll C,Dolls,102,05-11-2023,29,35,14.85,26.53,Back to School
P003,Doll C,Dolls,103,05-11-2023,37,38,15.95,29.54,Summer Holiday
P004,Board Game D,Board Games,101,05-11-2023,16,98,12.23,18.36,Summer Holiday
P004,Board Game D,Board Games,102,05-11-2023,20,34,8.02,10.13,Summer Holiday
P004,Board Game D,Board Games,103,05-11-2023,31,59,18.21,28.36,Back to School
P001,Action Figure A,Action Figures,101,12-11-2023,48,82,6.13,10.6,Diwali
P001,Action Figure A,Action Figures,102,12-11-2023,35,81,19.12,25.42,Back to School
P001,Action Figure A,Action Figures,103,12-11-2023,16,28,17.07,23.14,Back to School
P002,Puzzle Set B,Puzzles,101,12-11-2023,28,79,11.54,19.68,Christmas
P002,Puzzle Set B,Puzzles,102,12-11-2023,9,28,11.97,20.54,Christmas
P002,Puzzle Set B,Puzzles,103,12-11-2023,5,60,18.02,24.79,Diwali
P003,Doll C,Dolls,101,12-11-2023,34,76,5.78,8.22,Diwali
P003,Doll C,Dolls,102,12-11-2023,35,111,13.36,25.48,Back to School
P003,Doll C,Dolls,103,12-11-2023,38,37,17.29,28.85,Back to School
P004,Board Game D,Board Games,101,12-11-2023,40,47,19.91,30.81,Christmas
P004,Board Game D,Board Games,102,12-11-2023,31,104,9.23,13.38,Summer Holiday
P004,Board Game D,Board Games,103,12-11-2023,10,124,18.7,27.08,Back to School
P001,Action Figure A,Action Figures,101,19-11-2023,33,187,15.58,22.68,None
P001,Action Figure A,Action Figures,102,19-11-2023,9,22,10.37,16.86,Summer Holiday
P001,Action Figure A,Action Figures,103,19-11-2023,22,37,9.2,14.48,Summer Holiday
P002,Puzzle Set B,Puzzles,101,19-11-2023,22,30,17.22,34.17,Summer Holiday
P002,Puzzle Set B,Puzzles,102,19-11-2023,40,32,14.02,25.4,None
P002,Puzzle Set B,Puzzles,103,19-11-2023,7,140,9.32,11.7,Christmas
P003,Doll C,Dolls,101,19-11-2023,16,53,16.58,21.29,Summer Holiday
P003,Doll C,Dolls,102,19-11-2023,49,27,10.19,13.96,Summer Holiday
P003,Doll C,Dolls,103,19-11-2023,23,54,12.13,18.35,Christmas
P004,Board Game D,Board Games,101,19-11-2023,35,110,13.29,25.33,Diwali
P004,Board Game D,Board Games,102,19-11-2023,25,45,7.82,11.75,None
P004,Board Game D,Board Games,103,19-11-2023,10,94,8.97,13.51,Back to School
P001,Action Figure A,Action Figures,101,26-11-2023,32,94,11.08,18.72,Back to School
P001,Action Figure A,Action Figures,102,26-11-2023,23,73,18.49,36.24,Summer Holiday
P001,Action Figure A,Action Figures,103,26-11-2023,7,32,19.73,38.71,Diwali
P002,Puzzle Set B,Puzzles,101,26-11-2023,16,117,19.33,30.34,Back to School
P002,Puzzle Set B,Puzzles,102,26-11-2023,28,33,6.91,9.62,Back to School
P002,Puzzle Set B,Puzzles,103,26-11-2023,12,124,11.08,18.96,Summer Holiday
P003,Doll C,Dolls,101,26-11-2023,47,59,16.65,32.55,Christmas
P003,Doll C,Dolls,102,26-11-2023,35,188,12.07,20.3,Back to School
P003,Doll C,Dolls,103,26-11-2023,25,45,10.32,12.43,Christmas
P004,Board Game D,Board Games,101,26-11-2023,19,108,19,29.32,Christmas
P004,Board Game D,Board Games,102,26-11-2023,9,122,10.36,16.08,Summer Holiday
P004,Board Game D,Board Games,103,26-11-2023,10,40,12.16,16.53,Back to School
P001,Action Figure A,Action Figures,101,03-12-2023,5,142,8.81,12.51,Back to School
P001,Action Figure A,Action Figures,102,03-12-2023,15,154,10.24,14.73,None
P001,Action Figure A,Action Figures,103,03-12-2023,9,102,13.98,21.45,Diwali
P002,Puzzle Set B,Puzzles,101,03-12-2023,17,23,15.52,19.41,None
P002,Puzzle Set B,Puzzles,102,03-12-2023,44,113,7.84,9.72,Diwali
P002,Puzzle Set B,Puzzles,103,03-12-2023,42,159,19.89,23.92,Back to School
P003,Doll C,Dolls,101,03-12-2023,30,131,12.58,16.97,Christmas
P003,Doll C,Dolls,102,03-12-2023,9,73,6.32,8.78,Diwali
P003,Doll C,Dolls,103,03-12-2023,40,98,6.4,8.96,Diwali
P004,Board Game D,Board Games,101,03-12-2023,38,38,14.84,20.94,Summer Holiday
P004,Board Game D,Board Games,102,03-12-2023,30,48,18.19,25.83,Back to School
P004,Board Game D,Board Games,103,03-12-2023,49,29,11.01,16.39,Summer Holiday
P001,Action Figure A,Action Figures,101,10-12-2023,32,187,9.63,14.36,Back to School
P001,Action Figure A,Action Figures,102,10-12-2023,40,184,10.4,14.39,Back to School
P001,Action Figure A,Action Figures,103,10-12-2023,7,115,6.89,11.24,Back to School
P002,Puzzle Set B,Puzzles,101,10-12-2023,11,143,18.42,35.74,Christmas
P002,Puzzle Set B,Puzzles,102,10-12-2023,16,181,10.26,15.16,Diwali
P002,Puzzle Set B,Puzzles,103,10-12-2023,41,90,11.4,16.17,Summer Holiday
P003,Doll C,Dolls,101,10-12-2023,46,75,13.42,26.29,Christmas
P003,Doll C,Dolls,102,10-12-2023,9,151,17.83,23.93,None
P003,Doll C,Dolls,103,10-12-2023,25,124,11.42,22.22,Back to School
P004,Board Game D,Board Games,101,10-12-2023,7,69,13.9,19.66,Back to School
P004,Board Game D,Board Games,102,10-12-2023,24,165,6.77,13.51,Back to School
P004,Board Game D,Board Games,103,10-12-2023,24,94,17.47,32.18,None
P001,Action Figure A,Action Figures,101,17-12-2023,35,142,11.39,14.34,Back to School
P001,Action Figure A,Action Figures,102,17-12-2023,41,120,7.99,10.75,Diwali
P001,Action Figure A,Action Figures,103,17-12-2023,48,21,19.56,35.7,Christmas
P002,Puzzle Set B,Puzzles,101,17-12-2023,13,60,14.57,20.07,Back to School
P002,Puzzle Set B,Puzzles,102,17-12-2023,9,142,7.06,10.01,Christmas
P002,Puzzle Set B,Puzzles,103,17-12-2023,42,70,13.6,16.38,Diwali
P003,Doll C,Dolls,101,17-12-2023,33,168,12.05,22.79,Summer Holiday
P003,Doll C,Dolls,102,17-12-2023,44,54,10.25,12.95,Back to School
P003,Doll C,Dolls,103,17-12-2023,15,100,12.35,22.21,Back to School
P004,Board Game D,Board Games,101,17-12-2023,48,58,15,28.62,None
P004,Board Game D,Board Games,102,17-12-2023,17,95,10.19,12.43,Diwali
P004,Board Game D,Board Games,103,17-12-2023,47,67,11.58,21.49,Christmas
P001,Action Figure A,Action Figures,101,24-12-2023,25,43,13.1,21.4,Back to School
P001,Action Figure A,Action Figures,102,24-12-2023,43,134,5.81,9.52,Back to School
P001,Action Figure A,Action Figures,103,24-12-2023,6,34,17.14,24.92,Back to School
P002,Puzzle Set B,Puzzles,101,24-12-2023,33,150,9.18,13.48,Summer Holiday
P002,Puzzle Set B,Puzzles,102,24-12-2023,10,42,18.76,22.59,Christmas
P002,Puzzle Set B,Puzzles,103,24-12-2023,45,90,15.86,20.17,Summer Holiday
P003,Doll C,Dolls,101,24-12-2023,39,194,16.12,26.16,Christmas
P003,Doll C,Dolls,102,24-12-2023,49,33,6.25,7.62,Back to School
P003,Doll C,Dolls,103,24-12-2023,47,39,8.15,10.44,Summer Holiday
P004,Board Game D,Board Games,101,24-12-2023,24,197,6.52,9.96,None
P004,Board Game D,Board Games,102,24-12-2023,39,101,10.57,13.19,Summer Holiday
P004,Board Game D,Board Games,103,24-12-2023,16,89,17.6,30.89,Christmas
P001,Action Figure A,Action Figures,101,31-12-2023,14,124,12.92,21.61,Back to School
P001,Action Figure A,Action Figures,102,31-12-2023,39,186,8.34,12.7,Back to School
P001,Action Figure A,Action Figures,103,31-12-2023,32,131,13.3,24.49,None
P002,Puzzle Set B,Puzzles,101,31-12-2023,26,37,6.94,10.88,Christmas
P002,Puzzle Set B,Puzzles,102,31-12-2023,48,66,7.57,14.61,Summer Holiday
P002,Puzzle Set B,Puzzles,103,31-12-2023,43,123,12.3,20.77,Summer Holiday
P003,Doll C,Dolls,101,31-12-2023,20,157,5.64,7.35,Summer Holiday
P003,Doll C,Dolls,102,31-12-2023,6,153,6.94,11.25,Diwali
P003,Doll C,Dolls,103,31-12-2023,34,137,18.19,27.84,Back to School
P004,Board Game D,Board Games,101,31-12-2023,41,95,12.65,17.39,Diwali
P004,Board Game D,Board Games,102,31-12-2023,9,50,14.81,18.21,Christmas
P004,Board Game D,Board Games,103,31-12-2023,26,128,11.96,22.95,Christmas
P001,Action Figure A,Action Figures,101,07-01-2024,40,178,7.59,12.38,Summer Holiday
P001,Action Figure A,Action Figures,102,07-01-2024,33,69,19.15,31.42,None
P001,Action Figure A,Action Figures,103,07-01-2024,6,154,14.76,23.54,Diwali
P002,Puzzle Set B,Puzzles,101,07-01-2024,11,150,16.44,25.58,Diwali
P002,Puzzle Set B,Puzzles,102,07-01-2024,47,168,11.48,14.86,None
P002,Puzzle Set B,Puzzles,103,07-01-2024,8,143,10.76,13.29,None
P003,Doll C,Dolls,101,07-01-2024,25,79,11.04,18.44,Diwali
P003,Doll C,Dolls,102,07-01-2024,49,148,10.1,19.81,None
P003,Doll C,Dolls,103,07-01-2024,13,70,19.21,36.62,Diwali
P004,Board Game D,Board Games,101,07-01-2024,44,72,9.73,13.2,None
P004,Board Game D,Board Games,102,07-01-2024,42,187,19.53,24.68,None
P004,Board Game D,Board Games,103,07-01-2024,38,187,18.9,32.08,Summer Holiday
P001,Action Figure A,Action Figures,101,14-01-2024,29,108,17.61,34.5,None
P001,Action Figure A,Action Figures,102,14-01-2024,27,90,16.45,32.45,Summer Holiday
P001,Action Figure A,Action Figures,103,14-01-2024,20,160,19.44,31.77,Diwali
P002,Puzzle Set B,Puzzles,101,14-01-2024,23,38,6.13,9.07,Diwali
P002,Puzzle Set B,Puzzles,102,14-01-2024,31,190,5.79,8.26,Back to School
P002,Puzzle Set B,Puzzles,103,14-01-2024,44,192,17.37,25.55,Christmas
P003,Doll C,Dolls,101,14-01-2024,18,181,7.75,14.63,Christmas
P003,Doll C,Dolls,102,14-01-2024,29,82,9.32,13.32,Diwali
P003,Doll C,Dolls,103,14-01-2024,15,129,9.63,16.38,Diwali
P004,Board Game D,Board Games,101,14-01-2024,46,150,18.42,35.3,Back to School
P004,Board Game D,Board Games,102,14-01-2024,11,88,16.59,32.12,Diwali
P004,Board Game D,Board Games,103,14-01-2024,17,165,7.16,12.82,Christmas
P001,Action Figure A,Action Figures,101,21-01-2024,43,122,5.28,6.76,Summer Holiday
P001,Action Figure A,Action Figures,102,21-01-2024,40,143,17.36,21.62,None
P001,Action Figure A,Action Figures,103,21-01-2024,41,150,18.79,29.34,Back to School
P002,Puzzle Set B,Puzzles,101,21-01-2024,5,49,6.46,11.33,Back to School
P002,Puzzle Set B,Puzzles,102,21-01-2024,46,167,5.25,7,Summer Holiday
P002,Puzzle Set B,Puzzles,103,21-01-2024,43,167,15.93,26.36,Christmas
P003,Doll C,Dolls,101,21-01-2024,13,176,8.38,13.09,Christmas
P003,Doll C,Dolls,102,21-01-2024,33,42,17.26,27.88,Diwali
P003,Doll C,Dolls,103,21-01-2024,21,149,18.2,35.83,Christmas
P004,Board Game D,Board Games,101,21-01-2024,27,79,8.01,10.1,Back to School
P004,Board Game D,Board Games,102,21-01-2024,39,179,11.34,14.76,Summer Holiday
P004,Board Game D,Board Games,103,21-01-2024,32,42,7.93,12.37,Summer Holiday
P001,Action Figure A,Action Figures,101,28-01-2024,20,26,16.43,21.02,None
P001,Action Figure A,Action Figures,102,28-01-2024,15,127,5.47,9.69,Diwali
P001,Action Figure A,Action Figures,103,28-01-2024,44,155,17.93,29.3,Back to School
